sales_value_rank,stock_code,product_description,sales_value,sales_quantity,sales_value_contribution_pct
364,23535,WALL ART BICYCLE SAFETY,6585.050,1037,0.068361
365,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,6553.240,6091,0.068031
366,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,6550.460,1336,0.068002
367,47591D,PINK FAIRY CAKE CHILDRENS APRON,6547.670,3247,0.067973
368,23320,"GIANT 50'S CHRISTMAS CRACKER",6532.230,2307,0.067813
369,23293,SET OF 12 FAIRY CAKE BAKING CASES,6524.810,7940,0.067736
370,21533,RETROSPOT LARGE MILK JUG,6508.170,1322,0.067563
371,23103,JINGLE BELL HEART DECORATION,6503.060,3874,0.06751
372,23169,CLASSIC GLASS COOKIE JAR,6499.900,1516,0.067477
373,21326,AGED GLASS SILVER T-LIGHT HOLDER,6498.070,9935,0.067458
374,22620,4 TRADITIONAL SPINNING TOPS,6482.390,4708,0.067295
375,21871,SAVE THE PLANET MUG,6454.850,5322,0.06701
376,22580,ADVENT CALENDAR GINGHAM SACK,6441.740,1222,0.066873
377,23134,LARGE ZINC HEART WALL ORGANISER,6431.110,1065,0.066763
378,84992,72 SWEETHEART FAIRY CAKE CASES,6410.680,13111,0.066551
379,82001S,VINYL RECORD FRAME SILVER,6410.360,1669,0.066548
380,22508,DOORSTOP RETROSPOT HEART,6409.830,1568,0.066542
381,21257,VICTORIAN SEWING BOX MEDIUM,6379.470,647,0.066227
382,23582,VINTAGE DOILY JUMBO BAG RED,6354.130,2701,0.065964
383,21122,SET/10 PINK POLKADOT PARTY CANDLES,6351.120,5217,0.065933
384,21787,RAIN PONCHO RETROSPOT,6328.530,7626,0.065698
385,23247,"BISCUIT TIN 50'S CHRISTMAS",6290.940,2066,0.065308
386,21380,WOODEN HAPPY BIRTHDAY GARLAND,6289.810,2159,0.065296
387,22979,PANTRY WASHING UP BRUSH,6288.260,4030,0.06528
388,22635,CHILDS BREAKFAST SET DOLLY GIRL,6234.880,662,0.064726
389,20676,RED RETROSPOT BOWL,6230.370,4921,0.064679
390,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6216.000,2032,0.06453
391,22826,LOVE SEAT ANTIQUE WHITE METAL,6210.000,58,0.064468
392,22109,FULL ENGLISH BREAKFAST PLATE,6204.230,1475,0.064408
393,20718,RED RETROSPOT SHOPPER BAG,6202.720,4446,0.064392
394,22151,PLACE SETTING WHITE HEART,6191.590,14815,0.064277
395,23109,PACK OF SIX LED TEA LIGHTS,6188.460,2152,0.064244
396,22784,LANTERN CREAM GAZEBO,6180.120,1239,0.064158
397,22303,COFFEE MUG APPLES DESIGN,6140.190,2744,0.063743
398,23229,VINTAGE DONKEY TAIL GAME,6136.230,1709,0.063702
399,21154,RED RETROSPOT OVEN GLOVE,6077.610,3908,0.063093
400,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6068.430,2653,0.062998
401,23307,SET OF 60 PANTRY DESIGN CAKE CASES,6063.040,11438,0.062942
402,47556B,TEA TIME TEA TOWELS,6045.000,2600,0.062755
403,21975,PACK OF 60 DINOSAUR CAKE CASES,6036.510,12206,0.062667
404,21670,BLUE SPOT CERAMIC DRAWER KNOB,6019.360,4305,0.062489
405,23172,REGENCY TEA PLATE PINK,6004.550,3683,0.062335
406,22366,DOORMAT AIRMAIL,6001.900,796,0.062307
407,23571,TRADITIONAL NAUGHTS & CROSSES,5994.610,2611,0.062232
408,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,5980.360,4344,0.062084
409,21912,VINTAGE SNAKES & LADDERS,5971.100,1494,0.061988
410,21935,SUKI  SHOULDER BAG,5962.670,3221,0.0619
411,22783,SET 3 WICKER OVAL BASKETS W LIDS,5961.250,463,0.061885
412,23188,VINTAGE  2 METER FOLDING RULER,5957.980,3200,0.061851
413,21535,RED RETROSPOT SMALL MILK JUG,5914.610,2459,0.061401
414,23296,SET OF 6 TEA TIME BAKING CASES,5910.020,4930,0.061354
415,17003,BROCADE RING PURSE,5907.240,22723,0.061325
416,21671,RED SPOT CERAMIC DRAWER KNOB,5890.120,4279,0.061147
417,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,5889.380,1520,0.061139
418,21156,RETROSPOT CHILDRENS APRON,5833.570,3041,0.06056
419,48129,DOORMAT TOPIARY,5832.500,882,0.060549
420,22584,PACK OF 6 PANNETONE GIFT BOXES,5819.880,2283,0.060418
421,23052,RECYCLED ACAPULCO MAT TURQUOISE,5816.560,644,0.060383
422,23113,PANTRY CHOPPING BOARD,5806.430,1145,0.060278
423,22740,POLKADOT PEN,5793.620,6842,0.060145
424,23311,VINTAGE CHRISTMAS STOCKING,5784.170,2164,0.060047
425,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,5773.450,3293,0.059936
426,23480,MINI LIGHTS WOODLAND MUSHROOMS,5744.980,1559,0.05964
427,22971,QUEENS GUARD COFFEE MUG,5737.930,2393,0.059567
428,22174,PHOTO CUBE,5732.600,3132,0.059512
429,22779,WOODEN OWLS LIGHT GARLAND,5709.100,1518,0.059268
430,22796,PHOTO FRAME 3 CLASSIC HANGING,5668.050,570,0.058842
431,22088,PAPER BUNTING COLOURED LACE,5661.050,1893,0.058769
432,22837,HOT WATER BOTTLE BABUSHKA,5657.930,1173,0.058737
433,22595,GINGHAM HEART DECORATION,5633.080,6691,0.058479
434,22751,FELTCRAFT PRINCESS OLIVIA DOLL,5606.790,1519,0.058206
435,22365,DOORMAT RESPECTABLE HOUSE,5593.290,775,0.058065
436,23485,BOTANICAL GARDENS WALL CLOCK,5585.720,251,0.057987
437,23154,SET OF 4 JAM JAR MAGNETS,5543.950,2545,0.057553
438,22907,PACK OF 20 NAPKINS PANTRY DESIGN,5523.240,6393,0.057338
439,22488,NATURAL SLATE RECTANGLE CHALKBOARD,5501.150,3158,0.057109
440,21558,SKULL LUNCH BOX WITH CUTLERY,5492.690,2116,0.057021
441,21242,RED RETROSPOT PLATE,5483.130,3235,0.056922
442,22418,10 COLOUR SPACEBOY PEN,5478.540,6454,0.056874
443,22904,CALENDAR PAPER CUT DESIGN,5467.260,1834,0.056757
444,22150,3 STRIPEY MICE FELTCRAFT,5463.370,2802,0.056717
445,62018,SOMBRERO,5447.350,4205,0.05655
446,23205,CHARLOTTE BAG VINTAGE ALPHABET,5438.290,5672,0.056456
447,23312,VINTAGE CHRISTMAS GIFT SACK,5437.210,1307,0.056445
448,23118,PARISIENNE JEWELLERY DRAWER,5430.680,723,0.056377
449,22207,FRYING PAN UNION FLAG,5426.480,1238,0.056334
450,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,5415.000,35,0.056215
451,22429,ENAMEL MEASURING JUG CREAM,5406.440,1244,0.056126
452,23133,LARGE IVORY HEART WALL ORGANISER,5396.890,767,0.056027
453,22466,FAIRY TALE COTTAGE NIGHT LIGHT,5391.740,2976,0.055973
454,23135,SMALL ZINC HEART WALL ORGANISER,5350.670,1522,0.055547
455,22349,DOG BOWL CHASING BALL DESIGN,5344.060,1357,0.055478
456,22297,HEART IVORY TRELLIS SMALL,5336.480,4073,0.055399
457,23126,FELTCRAFT GIRL AMELIE KIT,5267.850,1059,0.054687
458,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,5242.250,2522,0.054421
459,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,5237.780,3405,0.054375
460,22845,VINTAGE CREAM CAT FOOD CONTAINER,5229.450,777,0.054288
461,22848,BREAD BIN DINER STYLE PINK,5208.450,323,0.05407
462,21172,PARTY METAL SIGN,5202.770,3395,0.054011
463,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,5192.080,1516,0.0539
464,22120,WELCOME  WOODEN BLOCK LETTERS,5177.380,517,0.053748
465,22689,DOORMAT MERRY CHRISTMAS RED,5176.250,673,0.053736
466,21844,RED RETROSPOT MUG,5161.790,1845,0.053586
467,22296,HEART IVORY TRELLIS LARGE,5158.660,3090,0.053553
468,23158,SET OF 5 LUCKY CAT MAGNETS,5148.380,2478,0.053447
469,23157,SET OF 6 NATIVITY MAGNETS,5138.930,2556,0.053349
470,22998,TRAVEL CARD WALLET KEEP CALM,5119.910,12056,0.053151
471,22623,BOX OF VINTAGE JIGSAW BLOCKS,5104.840,919,0.052995
472,37449,CERAMIC CAKE STAND + HANGING CAKES,5087.440,560,0.052814
473,23526,WALL ART DOG LICENCE,5082.210,837,0.05276
474,23132,SMALL IVORY HEART WALL ORGANISER,5073.430,1011,0.052669
475,22464,HANGING METAL HEART LANTERN,5068.740,2929,0.05262
476,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,5058.430,1187,0.052513
477,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,5036.050,3756,0.052281
478,22849,BREAD BIN DINER STYLE MINT,5027.730,323,0.052194
479,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,5014.650,1775,0.052058
480,22271,FELTCRAFT DOLL ROSIE,5007.350,1701,0.051983
481,22781,GUMBALL MAGAZINE RACK,4995.510,605,0.05186
482,22780,LIGHT GARLAND BUTTERFILES PINK,4967.840,1328,0.051573
483,22302,COFFEE MUG PEARS  DESIGN,4961.450,2265,0.051506
484,21164,HOME SWEET HOME METAL SIGN,4961.390,1701,0.051506
485,22798,ANTIQUE GLASS DRESSING TABLE POT,4939.710,1601,0.05128
486,23162,REGENCY TEA STRAINER,4929.800,1356,0.051178
487,23397,FOOT STOOL HOME SWEET HOME,4908.100,478,0.050952
488,84212,"ASSORTED FLOWER COLOUR ""LEIS""",4903.670,10267,0.050906
489,21932,SCANDINAVIAN PAISLEY PICNIC BAG,4902.320,2669,0.050892
490,22898,CHILDRENS APRON APPLES DESIGN,4895.090,2333,0.050817
491,21937,STRAWBERRY   PICNIC BAG,4887.050,1703,0.050734
492,23295,SET OF 12 MINI LOAF BAKING CASES,4872.240,5923,0.05058
493,23553,LANDMARK FRAME CAMDEN TOWN,4871.230,428,0.05057
494,21756,BATH BUILDING BLOCK WORD,4870.660,785,0.050564
495,21933,PINK VINTAGE PAISLEY PICNIC BAG,4859.450,2619,0.050447
496,21907,"I'M ON HOLIDAY METAL SIGN",4857.360,2294,0.050426
497,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4856.930,578,0.050421
498,21033,JUMBO BAG CHARLIE AND LOLA TOYS,4851.730,1932,0.050367
499,21086,SET/6 RED SPOTTY PAPER CUPS,4823.210,7082,0.050071
500,23263,SET OF 3 WOODEN HEART DECORATIONS,4822.780,3656,0.050067
501,21124,SET/10 BLUE POLKADOT PARTY CANDLES,4819.300,3976,0.05003
502,22301,COFFEE MUG CAT + BIRD DESIGN,4811.100,2146,0.049945
503,23583,LUNCH BAG PAISLEY PARK,4807.530,2997,0.049908
504,23165,LARGE CERAMIC TOP STORAGE JAR,4805.340,2906,0.049886
505,22748,"POPPY'S PLAYHOUSE KITCHEN",4792.770,2082,0.049755
506,21390,FILIGRIS HEART WITH BUTTERFLY,4790.670,3858,0.049733
507,23310,BUBBLEGUM RING ASSORTED,4787.020,11565,0.049695
508,21098,CHRISTMAS TOILET ROLL,4786.850,3530,0.049694
509,22371,AIRLINE BAG VINTAGE TOKYO 78,4786.250,1033,0.049687
510,23010,CIRCUS PARADE BABY GIFT SET,4785.590,308,0.049681
511,23556,LANDMARK FRAME COVENT GARDEN,4774.550,424,0.049566
512,23531,WALL ART BIG LOVE,4756.580,824,0.049379
513,84050,PINK HEART SHAPE EGG FRYING PAN,4753.530,3229,0.049348
514,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,4751.640,3098,0.049328
515,21539,RED RETROSPOT BUTTER DISH,4743.900,969,0.049248
516,23286,BLUE VINTAGE SPOT BEAKER,4718.570,5023,0.048985
517,23198,PANTRY MAGNETIC  SHOPPING LIST,4717.520,3138,0.048974
518,23159,SET OF 5 PANCAKE DAY MAGNETS,4713.520,2293,0.048932
519,23234,BISCUIT TIN VINTAGE CHRISTMAS,4709.650,1615,0.048892
520,23554,LANDMARK FRAME OXFORD STREET,4693.070,414,0.04872
521,22142,CHRISTMAS CRAFT WHITE FAIRY,4683.750,3099,0.048623
522,20979,36 PENCILS TUBE RED RETROSPOT,4655.580,3694,0.048331
523,23314,VINTAGE CHRISTMAS TABLECLOTH,4650.660,383,0.04828
524,23555,LANDMARK FRAME NOTTING HILL,4643.110,411,0.048201
525,15056P,EDWARDIAN PARASOL PINK,4641.890,789,0.048189
526,47599A,PINK PARTY BAGS,4624.300,2444,0.048006
527,23176,ABC TREASURE BOOK BOX,4611.680,2134,0.047875
528,21876,POTTERING MUG,4601.400,3697,0.047768
529,23503,PLAYING CARDS KEEP CALM & CARRY ON,4586.880,3426,0.047618
530,22504,CABIN BAG VINTAGE RETROSPOT,4584.770,244,0.047596
531,23558,LANDMARK FRAME LONDON BRIDGE,4578.910,406,0.047535
532,82552,WASHROOM METAL SIGN,4577.290,2951,0.047518
533,22606,WOODEN SKITTLES GARDEN SET,4574.660,309,0.047491
534,22745,"POPPY'S PLAYHOUSE BEDROOM",4573.800,1987,0.047482
535,20677,PINK POLKADOT BOWL,4573.760,3530,0.047481
536,23285,PINK VINTAGE SPOT BEAKER,4560.150,4799,0.04734
537,22295,HEART FILIGREE DOVE LARGE,4529.850,2741,0.047026
538,23389,SPACEBOY MINI BACKPACK,4523.270,1063,0.046957
539,20974,12 PENCILS SMALL TUBE SKULL,4519.630,6964,0.04692
540,22628,PICNIC BOXES SET OF 3 RETROSPOT,4502.110,941,0.046738
541,23184,BULL DOG BOTTLE OPENER,4494.640,836,0.04666
542,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4494.140,2052,0.046655
543,22549,PICTURE DOMINOES,4483.520,2987,0.046545
544,22938,CUPCAKE LACE PAPER SET 6,4478.650,2363,0.046494
545,22417,PACK OF 60 SPACEBOY CAKE CASES,4478.490,8271,0.046492
546,22813,PACK 3 BOXES BIRD PANNETONE,4476.970,2307,0.046477
547,82551,LAUNDRY 15C METAL SIGN,4476.240,2879,0.046469
548,84987,SET OF 36 TEATIME PAPER DOILIES,4462.470,3045,0.046326
549,23177,TREASURE ISLAND BOOK BOX,4461.250,2009,0.046313
550,22082,RIBBON REEL STRIPES DESIGN,4459.020,2566,0.04629
551,22110,BIRD HOUSE HOT WATER BOTTLE,4445.220,1066,0.046147
552,22089,PAPER BUNTING VINTAGE PAISLEY,4439.730,1417,0.04609
553,21833,CAMOUFLAGE LED TORCH,4434.870,2642,0.04604
554,23288,GREEN VINTAGE SPOT BEAKER,4428.220,4608,0.045971
555,21906,PHARMACIE FIRST AID TIN,4403.940,574,0.045719
556,23168,CLASSIC CAFE SUGAR DISPENSER,4371.970,3170,0.045387
557,23570,TRADITIONAL PICK UP STICKS GAME,4361.370,2364,0.045277
558,23351,"ROLL WRAP 50'S CHRISTMAS",4354.720,3247,0.045208
559,23241,TREASURE TIN GYMKHANA DESIGN,4350.590,2030,0.045165
560,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,4344.900,3020,0.045106
561,85049A,TRADITIONAL CHRISTMAS RIBBONS,4324.130,3066,0.04489
562,23163,REGENCY SUGAR TONGS,4310.980,1751,0.044753
563,16014,SMALL CHINESE STYLE SCISSOR,4306.360,13258,0.044706
564,21934,SKULL SHOULDER BAG,4290.870,2318,0.044545
565,23494,VINTAGE DOILY DELUXE SEWING KIT,4276.640,652,0.044397
566,22721,SET OF 3 CAKE TINS SKETCHBOOK,4252.320,849,0.044145
567,84692,BOX OF 24 COCKTAIL PARASOLS,4220.640,7684,0.043816
568,22626,BLACK KITCHEN SCALES,4199.930,493,0.043601
569,20975,12 PENCILS SMALL TUBE RED RETROSPOT,4188.270,6333,0.04348
570,23050,RECYCLED ACAPULCO MAT GREEN,4187.160,488,0.043468
571,23112,PARISIENNE CURIO CABINET,4172.720,511,0.043318
572,23167,SMALL CERAMIC TOP STORAGE JAR,4171.750,5433,0.043308
573,21498,RED RETROSPOT WRAP,4154.420,10151,0.043128
574,23275,SET OF 3 HANGING OWLS OLLIE BEAK,4139.740,3427,0.042976
575,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,4127.890,5098,0.042853
576,22694,WICKER STAR,4119.700,1788,0.042768
577,23306,SET OF 36 DOILIES PANTRY DESIGN,4116.090,2805,0.04273
578,23309,SET OF 60 I LOVE LONDON CAKE CASES,4111.700,7464,0.042685
579,22899,"CHILDREN'S APRON DOLLY GIRL",4106.460,1967,0.04263
580,23237,SET OF 4 KNICK KNACK TINS LEAF,4091.790,1009,0.042478
581,22327,ROUND SNACK BOXES SET OF 4 SKULLS,4082.920,1116,0.042386
582,22550,HOLIDAY FUN LUDO,4082.590,1137,0.042382
583,22723,SET OF 6 HERB TINS SKETCHBOOK,4081.700,1036,0.042373
584,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4070.920,1074,0.042261
585,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4066.220,981,0.042213
586,21116,OWL DOORSTOP,4035.210,693,0.041891
587,23144,ZINC T-LIGHT HOLDER STARS SMALL,4030.600,4928,0.041843
588,22841,ROUND CAKE TIN VINTAGE GREEN,4030.550,523,0.041842
589,22649,STRAWBERRY FAIRY CAKE TEAPOT,4027.150,776,0.041807
590,22801,ANTIQUE GLASS PEDESTAL BOWL,4016.900,980,0.041701
591,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,4016.040,396,0.041692
592,23110,PARISIENNE KEY CABINET,4012.050,680,0.04165
593,21892,TRADITIONAL WOODEN CATCH CUP GAME,4011.060,2981,0.04164
594,23089,GLASS BON BON JAR,4003.690,2261,0.041563
595,85049E,SCANDINAVIAN REDS RIBBONS,4003.060,2893,0.041557
596,21874,GIN AND TONIC MUG,3986.840,2892,0.041388
597,23009,I LOVE LONDON BABY GIFT SET,3971.560,255,0.04123
598,22219,LOVEBIRD HANGING DECORATION WHITE,3968.690,4073,0.0412
599,23194,GYMKHANA TREASURE BOOK BOX,3968.490,1798,0.041198
600,22942,CHRISTMAS LIGHTS 10 SANTAS,3965.400,471,0.041166
601,23543,WALL ART KEEP CALM,3965.160,512,0.041163
602,22896,PEG BAG APPLES DESIGN,3964.860,1564,0.04116
603,21704,BAG 250g SWIRLY MARBLES,3964.680,5070,0.041158
604,22431,WATERING CAN BLUE ELEPHANT,3961.180,2042,0.041122
605,23255,CHILDRENS CUTLERY CIRCUS PARADE,3956.120,980,0.04107
606,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,3936.590,2064,0.040867
607,20675,BLUE POLKADOT BOWL,3925.900,3081,0.040756
608,23340,VINTAGE CHRISTMAS CAKE FRILL,3913.740,2438,0.04063
609,23129,HEART SHAPED HOLLY WREATH,3908.240,932,0.040573
610,22951,60 CAKE CASES DOLLY GIRL DESIGN,3903.850,7338,0.040527
611,22956,36 FOIL HEART CAKE CASES,3900.440,1945,0.040492
612,22148,EASTER CRAFT 4 CHICKS,3894.050,1921,0.040425
613,23349,ROLL WRAP VINTAGE CHRISTMAS,3893.500,2944,0.040419
614,22489,PACK OF 12 TRADITIONAL CRAYONS,3891.280,9302,0.040396
615,20682,RED RETROSPOT CHILDRENS UMBRELLA,3889.070,1141,0.040374
616,21041,RED RETROSPOT OVEN GLOVE DOUBLE,3888.980,914,0.040373
617,23012,GLASS APOTHECARY BOTTLE PERFUME,3887.310,999,0.040355
618,22117,METAL SIGN HER DINNER IS SERVED,3881.700,1315,0.040297
619,22980,PANTRY SCRUBBING BRUSH,3878.720,2350,0.040266
620,21749,LARGE RED RETROSPOT WINDMILL,3877.090,1963,0.040249
621,84792,ENCHANTED BIRD COATHANGER 5 HOOK,3867.710,812,0.040152
622,23049,RECYCLED ACAPULCO MAT RED,3863.840,452,0.040112
623,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,3860.150,379,0.040073
624,23557,LANDMARK FRAME BAKER STREET,3855.310,345,0.040023
625,23032,DRAWER KNOB CRACKLE GLAZE IVORY,3853.680,2328,0.040006
626,22131,FOOD CONTAINER SET 3 LOVE HEART,3850.210,1999,0.03997
627,23404,HOME SWEET HOME BLACKBOARD,3848.760,825,0.039955
628,23130,MISTLETOE HEART WREATH GREEN,3839.590,927,0.03986
629,37370,RETRO COFFEE MUGS ASSORTED,3839.010,2567,0.039854
630,21716,BOYS VINTAGE TIN SEASIDE BUCKET,3835.510,1416,0.039817
631,22222,CAKE PLATE LOVEBIRD WHITE,3830.460,1051,0.039765
632,23131,MISTLETOE HEART WREATH CREAM,3823.530,939,0.039693
633,21110,LARGE CAKE TOWEL PINK SPOTS,3815.700,1105,0.039612
634,22493,PAINT YOUR OWN CANVAS SET,3811.810,2362,0.039571
635,22842,BISCUIT TIN VINTAGE RED,3809.920,588,0.039552
636,23253,16 PIECE CUTLERY SET PANTRY DESIGN,3783.670,255,0.039279
637,21244,BLUE POLKADOT PLATE,3782.740,2280,0.03927
638,22274,FELTCRAFT DOLL EMILY,3776.810,1283,0.039208
639,22350,ILLUSTRATED CAT BOWL,3773.670,1391,0.039176
640,21746,SMALL RED RETROSPOT WINDMILL,3766.930,3075,0.039106
641,21243,PINK  POLKADOT PLATE,3753.610,2250,0.038967
642,23299,FOOD COVER WITH BEADS SET 2,3743.040,1008,0.038858
643,21527,RED RETROSPOT TRADITIONAL TEAPOT,3724.990,477,0.03867
644,23064,CINDERELLA CHANDELIER,3717.560,221,0.038593
645,21658,GLASS  BEURRE DISH,3709.780,878,0.038512
646,22854,CREAM SWEETHEART EGG HOLDER,3708.520,767,0.038499
647,23081,GREEN METAL BOX ARMY SUPPLIES,3707.370,441,0.038487
648,22656,VINTAGE BLUE KITCHEN CABINET,3685.000,26,0.038255
649,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,3678.720,9888,0.03819
650,21260,FIRST AID TIN,3676.600,1148,0.038168
651,22926,IVORY GIANT GARDEN THERMOMETER,3656.850,594,0.037963
652,21531,RED RETROSPOT SUGAR JAM BOWL,3656.670,1506,0.037961
653,23091,ZINC HERB GARDEN CONTAINER,3656.320,580,0.037957
654,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3630.650,2669,0.037691
655,22236,CAKE STAND 3 TIER MAGIC GARDEN,3624.600,308,0.037628
656,22738,RIBBON REEL SNOWY VILLAGE,3624.190,2070,0.037624
657,23182,TOILET SIGN OCCUPIED OR VACANT,3609.670,3688,0.037473
658,22053,EMPIRE DESIGN ROSETTE,3606.420,4244,0.037439
659,22812,PACK 3 BOXES CHRISTMAS PANNETONE,3600.500,1721,0.037378
660,85132C,CHARLIE AND LOLA FIGURES TINS,3587.190,1523,0.03724
661,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,3585.990,317,0.037227
662,23092,LARGE ANTIQUE WHITE PHOTO FRAME,3583.200,501,0.037198
663,22061,LARGE CAKE STAND  HANGING STRAWBERY,3569.060,362,0.037051
664,22468,BABUSHKA LIGHTS STRING OF 10,3566.090,509,0.037021
665,22378,WALL TIDY RETROSPOT,3565.040,2266,0.03701
666,21890,S/6 WOODEN SKITTLES IN COTTON BAG,3556.700,1114,0.036923
667,23127,FELTCRAFT GIRL NICOLE KIT,3555.160,696,0.036907
668,20717,STRAWBERRY SHOPPER BAG,3526.170,2837,0.036606
669,22348,TEA BAG PLATE RED RETROSPOT,3524.410,4034,0.036588
670,22180,RETROSPOT LAMP,3521.540,330,0.036558
671,23530,WALL ART ONLY ONE PERSON,3520.390,828,0.036546
672,22195,LARGE HEART MEASURING SPOONS,3519.660,1884,0.036539
673,23294,SET OF 6 SNACK LOAF BAKING CASES,3511.920,4302,0.036458
674,21992,VINTAGE PAISLEY STATIONERY SET,3510.720,1901,0.036446
675,23569,TRADTIONAL ALPHABET STAMP SET,3509.440,696,0.036432
676,22688,DOORMAT PEACE ON EARTH BLUE,3503.160,703,0.036367
677,22212,FOUR HOOK  WHITE LOVEBIRDS,3502.350,1527,0.036359
678,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,3492.150,1326,0.036253
679,22760,"TRAY, BREAKFAST IN BED",3491.860,275,0.03625
680,23191,BUNDLE OF 3 RETRO NOTE BOOKS,3480.470,2119,0.036132
681,21703,BAG 125g SWIRLY MARBLES,3463.510,9248,0.035956
682,22908,PACK OF 20 NAPKINS RED APPLES,3460.580,4238,0.035925
683,22809,SET OF 6 T-LIGHTS SANTA,3458.330,1143,0.035902
684,21974,SET OF 36 PAISLEY FLOWER DOILIES,3451.020,2161,0.035826
685,84508A,CAMOUFLAGE DESIGN TEDDY,3448.050,1631,0.035795
686,22669,RED BABY BUNTING,3429.970,1091,0.035607
687,23065,LARGE DECO JEWELLERY STAND,3427.440,273,0.035581
688,21238,RED RETROSPOT CUP,3422.480,3907,0.03553
689,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,3422.310,841,0.035528
690,21385,IVORY HANGING DECORATION  HEART,3401.860,3838,0.035316
691,23210,WHITE ROCKING HORSE HAND PAINTED,3368.420,2718,0.034968
692,79000,MOROCCAN TEA GLASS,3357.340,4162,0.034853
693,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,3346.910,1728,0.034745
694,85053,FRENCH ENAMEL CANDLEHOLDER,3339.820,1541,0.034672
695,23013,GLASS APOTHECARY BOTTLE TONIC,3339.100,850,0.034664
696,82580,BATHROOM METAL SIGN,3335.570,5683,0.034627
697,23232,WRAP VINTAGE LEAF DESIGN,3331.920,8276,0.03459
698,23189,SET OF 12 FORK CANDLES,3319.610,1189,0.034462
699,23156,SET OF 5 MINI GROCERY MAGNETS,3317.210,1614,0.034437
700,21463,MIRRORED DISCO BALL,3314.200,626,0.034406
701,47567B,TEA TIME KITCHEN APRON,3305.160,588,0.034312
702,22855,FINE WICKER HEART,3301.730,2642,0.034276
703,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,3292.300,9230,0.034178
704,23111,PARISIENNE SEWING BOX,3289.760,267,0.034152
705,22435,SET OF 9 HEART SHAPED BALLOONS,3285.750,2614,0.03411
706,21494,ROTATING LEAVES T-LIGHT HOLDER,3282.460,1816,0.034076
707,23353,6 GIFT TAGS VINTAGE CHRISTMAS,3278.380,3778,0.034034
708,22244,3 HOOK HANGER MAGIC GARDEN,3276.210,1703,0.034011
709,22782,SET 3 WICKER STORAGE BASKETS,3275.200,236,0.034001
710,21745,GAOLERS KEYS DECORATIVE GARDEN,3272.710,879,0.033975
711,23332,IVORY WICKER HEART LARGE,3272.150,1899,0.033969
712,23388,WOODLAND MINI BACKPACK,3270.280,786,0.03395
713,22300,COFFEE MUG DOG + BALL DESIGN,3269.380,1476,0.03394
714,23193,BUFFALO BILL TREASURE BOOK BOX,3261.290,1515,0.033856
715,23085,ANTIQUE SILVER BAUBLE LAMP,3260.430,340,0.033847
716,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,3253.710,1165,0.033778
717,84968A,SET OF 16 VINTAGE ROSE CUTLERY,3251.880,271,0.033759
718,23014,GLASS APOTHECARY BOTTLE ELIXIR,3251.050,825,0.03375
719,23536,WALL ART VILLAGE SHOW,3250.050,597,0.03374
720,21868,POTTING SHED TEA MUG,3243.300,2472,0.03367
721,21497,FANCY FONTS BIRTHDAY WRAP,3242.500,8125,0.033661
722,22029,SPACEBOY BIRTHDAY CARD,3241.090,7797,0.033647
723,22432,WATERING CAN PINK BUNNY,3236.090,1655,0.033595
724,22962,JAM JAR WITH PINK LID,3235.470,3846,0.033588
725,22430,ENAMEL WATERING CAN CREAM,3231.440,615,0.033546
726,23354,"6 GIFT TAGS 50'S CHRISTMAS",3223.790,3553,0.033467
727,22687,DOORMAT CHRISTMAS VILLAGE,3221.180,582,0.03344
728,23426,METAL SIGN DROP YOUR PANTS,3216.030,1205,0.033386
729,22065,CHRISTMAS PUDDING TRINKET POT,3213.320,6202,0.033358
